customerkey,cohort_year,total_orders,net_revenue,first_purchase_date,last_purchase_date,days_since_last_purchase,churn_status,avg_order_value
1006790,2019,1,138.42,2019-08-25,2019-08-25,1700,Churned,138.42
1308459,2021,1,138.37,2021-06-29,2021-06-29,1026,Churned,138.37
1277255,2023,1,138.33,2023-02-20,2023-02-20,425,Churned,138.33
1826260,2017,1,138.00,2017-07-01,2017-07-01,2485,Churned,138.00
1130965,2018,1,137.73,2018-09-29,2018-09-29,2030,Churned,137.73
847450,2023,1,137.70,2023-02-06,2023-02-06,439,Churned,137.70
317434,2022,1,137.61,2022-09-01,2022-09-01,597,Churned,137.61
1478645,2017,1,137.52,2017-02-18,2017-02-18,2618,Churned,137.52
1607832,2017,1,137.52,2017-08-24,2017-08-24,2431,Churned,137.52
875718,2022,1,137.45,2022-06-16,2022-06-16,674,Churned,137.45
1003944,2019,1,137.36,2019-09-16,2019-09-16,1678,Churned,137.36
1079289,2018,1,137.29,2018-01-20,2018-01-20,2282,Churned,137.29
387767,2018,1,137.27,2018-09-22,2018-09-22,2037,Churned,137.27
1994035,2022,1,137.19,2022-11-01,2022-11-01,536,Churned,137.19
1883770,2022,1,137.08,2022-09-23,2022-09-23,575,Churned,137.08
683946,2015,1,137.07,2015-08-08,2015-08-08,3178,Churned,137.07
1580079,2020,1,136.96,2020-01-11,2020-01-11,1561,Churned,136.96
1884319,2016,1,136.95,2016-10-29,2016-10-29,2730,Churned,136.95
1103328,2023,1,136.92,2023-07-13,2023-07-13,282,Churned,136.92
221360,2018,1,136.82,2018-09-20,2018-09-20,2039,Churned,136.82
355531,2022,1,136.77,2022-02-15,2022-02-15,795,Churned,136.77
1672560,2022,1,136.74,2022-08-24,2022-08-24,605,Churned,136.74
335844,2016,1,136.62,2016-12-14,2016-12-14,2684,Churned,136.62
1603477,2021,1,136.62,2021-06-19,2021-06-19,1036,Churned,136.62
500378,2019,1,136.60,2019-10-30,2019-10-30,1634,Churned,136.60
1924386,2018,2,136.59,2018-12-15,2023-03-09,408,Churned,68.30
1020564,2015,1,136.50,2015-09-30,2015-09-30,3125,Churned,136.50
234414,2019,1,136.31,2019-08-28,2019-08-28,1697,Churned,136.31
1865212,2019,1,136.22,2019-07-15,2019-07-15,1741,Churned,136.22
513033,2023,1,136.13,2023-09-05,2023-09-05,228,Churned,136.13
692725,2022,2,135.96,2022-08-27,2023-09-30,203,Churned,67.98
2009679,2020,1,135.93,2020-01-10,2020-01-10,1562,Churned,135.93
949614,2016,1,135.91,2016-08-06,2016-08-06,2814,Churned,135.91
278568,2019,1,135.90,2019-06-27,2019-06-27,1759,Churned,135.90
1040260,2020,1,135.90,2020-08-07,2020-08-07,1352,Churned,135.90
969351,2019,1,135.82,2019-09-13,2019-09-13,1681,Churned,135.82
1716050,2019,2,135.80,2019-01-03,2024-02-10,70,Active,67.90
463678,2023,1,135.79,2023-10-05,2023-10-05,198,Churned,135.79
12537,2023,1,135.74,2023-09-18,2023-09-18,215,Churned,135.74
1652862,2018,1,135.67,2018-06-19,2018-06-19,2132,Churned,135.67
125665,2022,1,135.65,2022-09-01,2022-09-01,597,Churned,135.65
465210,2019,1,135.48,2019-09-25,2019-09-25,1669,Churned,135.48
1838555,2019,1,135.37,2019-08-12,2019-08-12,1713,Churned,135.37
996339,2022,1,135.29,2022-06-11,2022-06-11,679,Churned,135.29
762356,2023,1,135.27,2023-02-16,2023-02-16,429,Churned,135.27
750251,2017,1,135.25,2017-09-21,2017-09-21,2403,Churned,135.25
398291,2021,2,135.24,2021-11-08,2022-08-24,605,Churned,67.62
1535418,2022,1,135.20,2022-06-15,2022-06-15,675,Churned,135.20
524800,2017,1,135.18,2017-07-27,2017-07-27,2459,Churned,135.18
1972882,2017,1,135.06,2017-12-28,2017-12-28,2305,Churned,135.06
83801,2019,1,135.02,2019-09-26,2019-09-26,1668,Churned,135.02
1854197,2016,1,134.97,2016-07-15,2016-07-15,2836,Churned,134.97
111033,2018,1,134.93,2018-11-24,2018-11-24,1974,Churned,134.93
572570,2021,1,134.93,2021-11-18,2021-11-18,884,Churned,134.93
596194,2022,1,134.79,2022-12-23,2022-12-23,484,Churned,134.79
1801420,2022,2,134.78,2022-01-01,2022-08-24,605,Churned,67.39
602060,2016,1,134.71,2016-09-21,2016-09-21,2768,Churned,134.71
1247514,2019,1,134.71,2019-02-20,2019-02-20,1886,Churned,134.71
153391,2021,1,134.66,2021-08-13,2021-08-13,981,Churned,134.66
1247853,2022,1,134.64,2022-06-25,2022-06-25,665,Churned,134.64
421805,2023,1,134.63,2023-02-15,2023-02-15,430,Churned,134.63
1911738,2023,1,134.50,2023-06-23,2023-06-23,302,Churned,134.50
469815,2016,1,134.39,2016-10-20,2016-10-20,2739,Churned,134.39
517494,2016,2,134.32,2016-01-15,2022-01-05,836,Churned,67.16
1502629,2023,1,134.32,2023-03-14,2023-03-14,403,Churned,134.32
447262,2016,1,134.28,2016-09-28,2016-09-28,2761,Churned,134.28
1592962,2018,1,134.08,2018-12-04,2018-12-04,1964,Churned,134.08
1813379,2023,2,133.97,2023-01-18,2024-02-21,59,Active,66.99
1577231,2017,1,133.82,2017-05-02,2017-05-02,2545,Churned,133.82
2043029,2017,1,133.77,2017-06-22,2017-06-22,2494,Churned,133.77
1512305,2018,2,133.75,2018-01-05,2022-03-14,768,Churned,66.88
1734939,2023,1,133.72,2023-02-04,2023-02-04,441,Churned,133.72
961256,2017,1,133.67,2017-12-11,2017-12-11,2322,Churned,133.67
1487601,2021,1,133.59,2021-10-11,2021-10-11,922,Churned,133.59
896284,2022,1,133.52,2022-05-20,2022-05-20,701,Churned,133.52
1219075,2019,1,133.47,2019-11-16,2019-11-16,1617,Churned,133.47
1368562,2020,2,133.44,2020-03-27,2023-12-25,117,At Risk,66.72
1256982,2022,1,133.44,2022-02-25,2022-02-25,785,Churned,133.44
1807,2022,1,133.37,2022-01-24,2022-01-24,817,Churned,133.37
29402,2016,2,133.27,2016-12-23,2022-06-04,686,Churned,66.64
1967136,2023,2,133.07,2023-01-17,2023-03-13,404,Churned,66.54
37293,2021,1,133.06,2021-08-07,2021-08-07,987,Churned,133.06
1407634,2021,1,133.02,2021-10-29,2021-10-29,904,Churned,133.02
1705946,2016,1,133.00,2016-08-26,2016-08-26,2794,Churned,133.00
1740936,2022,1,132.99,2022-09-09,2022-09-09,589,Churned,132.99
1267505,2023,1,132.90,2023-02-27,2023-02-27,418,Churned,132.90
1417959,2022,1,132.61,2022-11-09,2022-11-09,528,Churned,132.61
245794,2017,1,132.51,2017-05-26,2017-05-26,2521,Churned,132.51
212570,2018,1,132.49,2018-10-24,2018-10-24,2005,Churned,132.49
1926882,2020,1,132.43,2020-07-30,2020-07-30,1360,Churned,132.43
607971,2022,1,132.41,2022-11-12,2022-11-12,525,Churned,132.41
1236634,2019,1,132.39,2019-02-21,2019-02-21,1885,Churned,132.39
447153,2019,1,132.22,2019-03-16,2019-03-16,1862,Churned,132.22
1687369,2022,1,132.17,2022-01-21,2022-01-21,820,Churned,132.17
344960,2022,1,132.16,2022-03-10,2022-03-10,772,Churned,132.16
1083444,2022,1,132.12,2022-07-22,2022-07-22,638,Churned,132.12
29265,2017,1,132.11,2017-05-25,2017-05-25,2522,Churned,132.11
187803,2021,1,132.07,2021-08-14,2021-08-14,980,Churned,132.07
343652,2015,1,131.78,2015-05-01,2015-05-01,3277,Churned,131.78
1633622,2023,1,131.70,2023-09-04,2023-09-04,229,Churned,131.70
947448,2022,1,131.55,2022-08-30,2022-08-30,599,Churned,131.55
1474636,2015,1,131.40,2015-10-14,2015-10-14,3111,Churned,131.40
259120,2018,1,131.40,2018-12-27,2018-12-27,1941,Churned,131.40
126921,2015,1,131.29,2015-03-06,2015-03-06,3333,Churned,131.29
1575404,2016,1,131.24,2016-08-19,2016-08-19,2801,Churned,131.24
186324,2023,1,130.94,2023-02-21,2023-02-21,424,Churned,130.94
473018,2023,1,130.89,2023-05-16,2023-05-16,340,Churned,130.89
1379720,2022,1,130.78,2022-11-02,2022-11-02,535,Churned,130.78
1316794,2023,2,130.78,2023-02-20,2023-06-17,308,Churned,65.39
315126,2015,1,130.77,2015-02-18,2015-02-18,3349,Churned,130.77
1937313,2017,1,130.70,2017-11-13,2017-11-13,2350,Churned,130.70
1215203,2016,1,130.67,2016-12-26,2016-12-26,2672,Churned,130.67
883555,2022,1,130.67,2022-05-13,2022-05-13,708,Churned,130.67
1671051,2018,1,130.61,2018-11-09,2018-11-09,1989,Churned,130.61
1957129,2021,1,130.59,2021-08-10,2021-08-10,984,Churned,130.59
1093395,2015,1,130.40,2015-02-21,2015-02-21,3346,Churned,130.40
37985,2021,2,130.39,2021-08-03,2023-03-22,395,Churned,65.20
1715479,2021,1,130.11,2021-12-20,2021-12-20,852,Churned,130.11
592587,2018,1,130.02,2018-04-21,2018-04-21,2191,Churned,130.02
1424072,2023,1,129.99,2023-01-23,2023-01-23,453,Churned,129.99
1222689,2023,2,129.93,2023-02-04,2023-09-13,220,Churned,64.97
450405,2019,1,129.76,2019-06-26,2019-06-26,1760,Churned,129.76
101358,2019,1,129.74,2019-03-19,2019-03-19,1859,Churned,129.74
994698,2022,1,129.69,2022-07-23,2022-07-23,637,Churned,129.69
112638,2023,1,129.65,2023-02-07,2023-02-07,438,Churned,129.65
1147997,2018,1,129.51,2018-10-06,2018-10-06,2023,Churned,129.51
243214,2016,1,129.49,2016-09-24,2016-09-24,2765,Churned,129.49
215446,2020,1,129.42,2020-04-29,2020-04-29,1452,Churned,129.42
2098788,2022,1,129.42,2022-10-11,2022-10-11,557,Churned,129.42
303785,2018,1,129.39,2018-07-27,2018-07-27,2094,Churned,129.39
202532,2021,1,129.39,2021-09-08,2021-09-08,955,Churned,129.39
155010,2019,1,129.31,2019-05-25,2019-05-25,1792,Churned,129.31
1622596,2022,1,129.27,2022-07-16,2022-07-16,644,Churned,129.27
1843308,2023,1,129.24,2023-02-02,2023-02-02,443,Churned,129.24
504531,2023,1,129.23,2023-03-21,2023-03-21,396,Churned,129.23
317519,2019,1,129.22,2019-03-26,2019-03-26,1852,Churned,129.22
1642781,2021,1,129.20,2021-09-02,2021-09-02,961,Churned,129.20
1575165,2022,1,129.00,2022-10-31,2022-10-31,537,Churned,129.00
2003266,2022,1,129.00,2022-12-17,2022-12-17,490,Churned,129.00
1952771,2023,1,128.92,2023-10-16,2023-10-16,187,Churned,128.92
1677124,2020,1,128.91,2020-01-02,2020-01-02,1570,Churned,128.91
12973,2015,1,128.89,2015-08-29,2015-08-29,3157,Churned,128.89
971348,2016,1,128.84,2016-11-30,2016-11-30,2698,Churned,128.84
821311,2019,1,128.84,2019-12-20,2019-12-20,1583,Churned,128.84
1409933,2016,1,128.83,2016-11-23,2016-11-23,2705,Churned,128.83
33159,2022,1,128.72,2022-09-09,2022-09-09,589,Churned,128.72
1018863,2023,1,128.65,2023-04-26,2023-04-26,360,Churned,128.65
1582701,2022,1,128.56,2022-05-04,2022-05-04,717,Churned,128.56
117388,2021,1,128.53,2021-12-09,2021-12-09,863,Churned,128.53
1418990,2018,1,128.52,2018-11-01,2018-11-01,1997,Churned,128.52
1045279,2019,1,128.51,2019-05-22,2019-05-22,1795,Churned,128.51
556824,2022,1,128.50,2022-03-09,2022-03-09,773,Churned,128.50
732874,2022,1,128.43,2022-06-03,2022-06-03,687,Churned,128.43
1937743,2018,1,128.40,2018-08-29,2018-08-29,2061,Churned,128.40
371473,2020,1,128.39,2020-01-16,2020-01-16,1556,Churned,128.39
1525860,2023,1,128.16,2023-06-05,2023-06-05,320,Churned,128.16
1209142,2017,1,128.15,2017-09-02,2017-09-02,2422,Churned,128.15
1051827,2022,1,128.14,2022-10-15,2022-10-15,553,Churned,128.14
2037924,2021,1,128.08,2021-11-27,2021-11-27,875,Churned,128.08
1941363,2023,1,128.03,2023-04-15,2023-04-15,371,Churned,128.03
746957,2015,1,128.02,2015-12-26,2015-12-26,3038,Churned,128.02
1393855,2017,1,127.92,2017-08-01,2017-08-01,2454,Churned,127.92
1907754,2019,1,127.92,2019-09-30,2019-09-30,1664,Churned,127.92
1878256,2021,2,127.90,2021-04-24,2022-10-08,560,Churned,63.95
357295,2020,1,127.89,2020-01-29,2020-01-29,1543,Churned,127.89
1990109,2022,1,127.72,2022-11-26,2022-11-26,511,Churned,127.72
433980,2022,1,127.64,2022-12-14,2022-12-14,493,Churned,127.64
423558,2023,1,127.57,2023-03-18,2023-03-18,399,Churned,127.57
377084,2017,1,127.47,2017-11-24,2017-11-24,2339,Churned,127.47
1300835,2019,1,127.40,2019-05-19,2019-05-19,1798,Churned,127.40
1227652,2022,1,127.40,2022-11-09,2022-11-09,528,Churned,127.40
348377,2016,1,127.38,2016-08-11,2016-08-11,2809,Churned,127.38
127742,2023,1,127.36,2023-08-29,2023-08-29,235,Churned,127.36
1939822,2021,1,127.35,2021-09-23,2021-09-23,940,Churned,127.35
968661,2019,3,127.33,2019-03-01,2023-02-06,439,Churned,42.44
803573,2018,1,127.27,2018-06-28,2018-06-28,2123,Churned,127.27
279760,2019,1,127.22,2019-02-02,2019-02-02,1904,Churned,127.22
692868,2022,1,127.18,2022-05-19,2022-05-19,702,Churned,127.18
891769,2022,1,127.14,2022-02-25,2022-02-25,785,Churned,127.14
2071308,2019,1,127.12,2019-03-14,2019-03-14,1864,Churned,127.12
2092840,2021,1,127.05,2021-12-25,2021-12-25,847,Churned,127.05
597209,2016,2,127.02,2016-04-22,2018-12-26,1942,Churned,63.51
916030,2020,1,126.89,2020-02-25,2020-02-25,1516,Churned,126.89
340261,2023,1,126.89,2023-07-01,2023-07-01,294,Churned,126.89
216216,2021,1,126.82,2021-06-05,2021-06-05,1050,Churned,126.82
1817120,2016,1,126.81,2016-06-02,2016-06-02,2879,Churned,126.81
1454234,2018,1,126.63,2018-06-22,2018-06-22,2129,Churned,126.63
103610,2019,1,126.53,2019-07-18,2019-07-18,1738,Churned,126.53
1166831,2019,1,126.53,2019-09-12,2019-09-12,1682,Churned,126.53
771009,2023,1,126.52,2023-03-08,2023-03-08,409,Churned,126.52
410015,2018,1,126.46,2018-06-16,2018-06-16,2135,Churned,126.46
1145712,2019,1,126.28,2019-05-08,2019-05-08,1809,Churned,126.28
769027,2016,1,126.27,2016-06-14,2016-06-14,2867,Churned,126.27
1969902,2023,1,126.18,2023-04-08,2023-04-08,378,Churned,126.18
908295,2018,1,126.14,2018-02-24,2018-02-24,2247,Churned,126.14
346466,2018,1,126.05,2018-12-22,2018-12-22,1946,Churned,126.05
1489329,2019,1,126.03,2019-03-08,2019-03-08,1870,Churned,126.03
1658321,2023,1,125.99,2023-01-21,2023-01-21,455,Churned,125.99
920970,2022,1,125.96,2022-01-13,2022-01-13,828,Churned,125.96
562085,2017,2,125.93,2017-09-28,2023-11-21,151,At Risk,62.97
1626031,2016,2,125.58,2016-05-18,2022-11-04,533,Churned,62.79
2075326,2020,1,125.55,2020-11-23,2020-11-23,1244,Churned,125.55
403970,2018,1,125.44,2018-08-09,2018-08-09,2081,Churned,125.44
1028055,2023,1,125.42,2023-02-16,2023-02-16,429,Churned,125.42
1049656,2022,1,125.29,2022-02-03,2022-02-03,807,Churned,125.29
1852453,2018,1,125.27,2018-11-06,2018-11-06,1992,Churned,125.27
1821123,2023,1,125.24,2023-01-12,2023-01-12,464,Churned,125.24
179469,2023,1,125.14,2023-09-04,2023-09-04,229,Churned,125.14
755133,2019,1,125.13,2019-02-20,2019-02-20,1886,Churned,125.13
1407846,2019,1,125.00,2019-01-05,2019-01-05,1932,Churned,125.00
1800105,2023,1,124.95,2023-02-28,2023-02-28,417,Churned,124.95
319918,2019,1,124.90,2019-06-27,2019-06-27,1759,Churned,124.90
281737,2017,1,124.86,2017-10-20,2017-10-20,2374,Churned,124.86
723460,2015,1,124.84,2015-11-17,2015-11-17,3077,Churned,124.84
1014294,2018,1,124.80,2018-10-08,2018-10-08,2021,Churned,124.80
247740,2018,1,124.80,2018-08-18,2018-08-18,2072,Churned,124.80
1700576,2019,1,124.77,2019-02-18,2019-02-18,1888,Churned,124.77
1083950,2018,2,124.72,2018-04-27,2021-05-29,1057,Churned,62.36
895473,2022,1,124.63,2022-07-20,2022-07-20,640,Churned,124.63
1780546,2022,1,124.59,2022-07-14,2022-07-14,646,Churned,124.59
1465897,2018,1,124.54,2018-04-25,2018-04-25,2187,Churned,124.54
1579736,2017,2,124.44,2017-09-29,2019-05-11,1806,Churned,62.22
2006320,2022,1,124.40,2022-05-22,2022-05-22,699,Churned,124.40
989066,2016,1,124.33,2016-02-12,2016-02-12,2990,Churned,124.33
536043,2019,1,124.32,2019-02-26,2019-02-26,1880,Churned,124.32
474577,2023,1,124.28,2023-03-18,2023-03-18,399,Churned,124.28
585524,2019,1,124.27,2019-06-25,2019-06-25,1761,Churned,124.27
1839017,2019,1,123.90,2019-04-18,2019-04-18,1829,Churned,123.90
1126008,2022,1,123.87,2022-01-11,2022-01-11,830,Churned,123.87
37407,2023,1,123.85,2023-10-10,2023-10-10,193,Churned,123.85
688359,2023,1,123.79,2023-04-11,2023-04-11,375,Churned,123.79
735864,2018,1,123.77,2018-09-08,2018-09-08,2051,Churned,123.77
1227980,2023,1,123.72,2023-05-18,2023-05-18,338,Churned,123.72
278641,2021,1,123.53,2021-05-18,2021-05-18,1068,Churned,123.53
1284978,2016,1,123.52,2016-07-05,2016-07-05,2846,Churned,123.52
1322473,2018,1,123.51,2018-11-27,2018-11-27,1971,Churned,123.51
1931087,2021,1,123.48,2021-05-10,2021-05-10,1076,Churned,123.48
1474405,2022,1,123.43,2022-07-20,2022-07-20,640,Churned,123.43
893870,2023,1,123.43,2023-05-24,2023-05-24,332,Churned,123.43
327037,2018,1,123.35,2018-12-29,2018-12-29,1939,Churned,123.35
1091634,2022,1,123.28,2022-04-27,2022-04-27,724,Churned,123.28
995042,2022,1,123.18,2022-05-02,2022-05-02,719,Churned,123.18
995033,2016,1,123.14,2016-06-04,2016-06-04,2877,Churned,123.14
1721330,2019,1,123.06,2019-12-28,2019-12-28,1575,Churned,123.06
2065654,2015,1,122.84,2015-11-19,2015-11-19,3075,Churned,122.84
1635876,2018,1,122.82,2018-03-09,2018-03-09,2234,Churned,122.82
1196026,2015,1,122.74,2015-10-28,2015-10-28,3097,Churned,122.74
1896555,2020,1,122.61,2020-01-03,2020-01-03,1569,Churned,122.61
402287,2017,1,122.53,2017-12-30,2017-12-30,2303,Churned,122.53
1204768,2018,1,122.47,2018-11-06,2018-11-06,1992,Churned,122.47
188338,2017,1,122.38,2017-06-23,2017-06-23,2493,Churned,122.38
688816,2018,1,122.38,2018-05-12,2018-05-12,2170,Churned,122.38
913683,2019,1,122.35,2019-09-19,2019-09-19,1675,Churned,122.35
655969,2019,1,122.25,2019-03-14,2019-03-14,1864,Churned,122.25
253486,2021,1,122.21,2021-08-25,2021-08-25,969,Churned,122.21
1892235,2021,1,122.08,2021-10-29,2021-10-29,904,Churned,122.08
904978,2021,1,121.90,2021-11-13,2021-11-13,889,Churned,121.90
631923,2021,1,121.80,2021-11-22,2021-11-22,880,Churned,121.80
933142,2016,1,121.78,2016-07-01,2016-07-01,2850,Churned,121.78
291957,2018,1,121.72,2018-10-20,2018-10-20,2009,Churned,121.72
1302761,2023,1,121.65,2023-05-01,2023-05-01,355,Churned,121.65
793690,2019,1,121.46,2019-07-27,2019-07-27,1729,Churned,121.46
1097138,2017,2,121.41,2017-12-23,2023-03-11,406,Churned,60.71
1779086,2022,1,121.40,2022-12-22,2022-12-22,485,Churned,121.40
1483586,2018,1,121.36,2018-01-12,2018-01-12,2290,Churned,121.36
1461860,2022,1,121.36,2022-10-12,2022-10-12,556,Churned,121.36
1691404,2023,1,121.26,2023-02-09,2023-02-09,436,Churned,121.26
712759,2023,1,121.26,2023-07-22,2023-07-22,273,Churned,121.26
200040,2017,1,121.24,2017-12-18,2017-12-18,2315,Churned,121.24
976017,2022,1,121.23,2022-06-25,2022-06-25,665,Churned,121.23
372166,2019,3,121.22,2019-05-18,2022-10-29,539,Churned,40.41
358919,2016,1,121.19,2016-07-18,2016-07-18,2833,Churned,121.19
70239,2016,1,121.09,2016-09-16,2016-09-16,2773,Churned,121.09
1373869,2022,1,121.02,2022-12-07,2022-12-07,500,Churned,121.02
845895,2019,1,121.01,2019-07-01,2019-07-01,1755,Churned,121.01
1634694,2022,1,120.93,2022-07-09,2022-07-09,651,Churned,120.93
316309,2023,1,120.91,2023-04-26,2023-04-26,360,Churned,120.91
310458,2022,1,120.86,2022-11-03,2022-11-03,534,Churned,120.86
1613348,2015,1,120.74,2015-08-01,2015-08-01,3185,Churned,120.74
33268,2022,1,120.63,2022-02-19,2022-02-19,791,Churned,120.63
505166,2019,1,120.42,2019-01-17,2019-01-17,1920,Churned,120.42
1404181,2020,1,120.22,2020-07-08,2020-07-08,1382,Churned,120.22
817005,2021,1,120.17,2021-08-07,2021-08-07,987,Churned,120.17
984325,2015,1,120.15,2015-12-21,2015-12-21,3043,Churned,120.15
23969,2018,1,120.14,2018-10-12,2018-10-12,2017,Churned,120.14
1381123,2023,1,119.96,2023-06-16,2023-06-16,309,Churned,119.96
1579504,2022,1,119.92,2022-10-25,2022-10-25,543,Churned,119.92
1965804,2022,1,119.75,2022-01-25,2022-01-25,816,Churned,119.75
1362353,2020,1,119.69,2020-07-11,2020-07-11,1379,Churned,119.69
2079092,2022,1,119.68,2022-11-12,2022-11-12,525,Churned,119.68
569713,2018,1,119.53,2018-01-02,2018-01-02,2300,Churned,119.53
1334534,2021,1,119.50,2021-07-08,2021-07-08,1017,Churned,119.50
1184446,2019,1,119.38,2019-07-20,2019-07-20,1736,Churned,119.38
265798,2018,2,119.31,2018-01-24,2019-08-14,1711,Churned,59.66
857368,2021,1,119.31,2021-12-17,2021-12-17,855,Churned,119.31
225902,2023,1,119.28,2023-01-12,2023-01-12,464,Churned,119.28
1711819,2019,1,119.27,2019-06-14,2019-06-14,1772,Churned,119.27
1513222,2019,1,119.14,2019-02-12,2019-02-12,1894,Churned,119.14
1528585,2019,1,119.14,2019-06-27,2019-06-27,1759,Churned,119.14
1364677,2022,1,119.00,2022-12-09,2022-12-09,498,Churned,119.00
523297,2022,1,118.98,2022-10-17,2022-10-17,551,Churned,118.98
1714331,2018,1,118.81,2018-08-21,2018-08-21,2069,Churned,118.81
501722,2015,1,118.70,2015-04-29,2015-04-29,3279,Churned,118.70
350912,2022,1,118.52,2022-02-15,2022-02-15,795,Churned,118.52
1540437,2021,1,118.50,2021-08-14,2021-08-14,980,Churned,118.50
1822890,2021,1,118.50,2021-10-02,2021-10-02,931,Churned,118.50
1202941,2015,2,118.43,2015-07-14,2018-01-24,2278,Churned,59.22
1277918,2023,1,118.36,2023-09-14,2023-09-14,219,Churned,118.36
535059,2022,1,118.35,2022-06-10,2022-06-10,680,Churned,118.35
414639,2022,1,118.22,2022-08-15,2022-08-15,614,Churned,118.22
1988207,2022,1,118.21,2022-05-21,2022-05-21,700,Churned,118.21
279016,2022,1,117.95,2022-01-31,2022-01-31,810,Churned,117.95
1881807,2022,1,117.94,2022-09-23,2022-09-23,575,Churned,117.94
288092,2022,1,117.83,2022-05-07,2022-05-07,714,Churned,117.83
944510,2020,1,117.81,2020-06-18,2020-06-18,1402,Churned,117.81
133028,2022,1,117.76,2022-07-28,2022-07-28,632,Churned,117.76
746756,2018,1,117.75,2018-10-25,2018-10-25,2004,Churned,117.75
878772,2023,1,117.48,2023-03-14,2023-03-14,403,Churned,117.48
573038,2022,1,117.43,2022-05-03,2022-05-03,718,Churned,117.43
1616330,2023,1,117.39,2023-09-20,2023-09-20,213,Churned,117.39
226729,2023,1,117.26,2023-02-15,2023-02-15,430,Churned,117.26
641329,2019,1,117.24,2019-07-13,2019-07-13,1743,Churned,117.24
1115610,2018,1,117.20,2018-09-06,2018-09-06,2053,Churned,117.20
218046,2019,1,117.14,2019-09-02,2019-09-02,1692,Churned,117.14
830935,2021,1,117.14,2021-02-08,2021-02-08,1167,Churned,117.14
1911725,2016,1,117.09,2016-10-12,2016-10-12,2747,Churned,117.09
1880387,2016,1,116.95,2016-07-04,2016-07-04,2847,Churned,116.95
1719953,2019,1,116.85,2019-03-16,2019-03-16,1862,Churned,116.85
195800,2022,1,116.85,2022-03-02,2022-03-02,780,Churned,116.85
1030272,2022,1,116.76,2022-09-23,2022-09-23,575,Churned,116.76
808333,2019,1,116.74,2019-11-22,2019-11-22,1611,Churned,116.74
345966,2018,2,116.39,2018-08-24,2019-02-14,1892,Churned,58.20
1512322,2019,1,116.37,2019-06-20,2019-06-20,1766,Churned,116.37
171281,2019,1,116.25,2019-01-05,2019-01-05,1932,Churned,116.25
153924,2022,1,116.23,2022-11-05,2022-11-05,532,Churned,116.23
24179,2022,1,116.19,2022-05-09,2022-05-09,712,Churned,116.19
1383065,2016,1,116.15,2016-06-09,2016-06-09,2872,Churned,116.15
1903751,2018,1,116.11,2018-03-05,2018-03-05,2238,Churned,116.11
1219246,2018,1,116.10,2018-10-05,2018-10-05,2024,Churned,116.10
1469912,2019,1,116.10,2019-02-14,2019-02-14,1892,Churned,116.10
